filename,kermit,miss_piggy,cook,statler_waldorf,rowlf_the_dog,fozzie_bear
02-01-01_0.jpg,0,0,0,0,0,0
02-01-01_1.jpg,0,0,0,0,0,0
02-01-01_2.jpg,0,0,0,0,0,0
02-01-01_3.jpg,0,0,0,0,0,0
02-01-01_4.jpg,0,0,0,0,0,0
02-01-01_5.jpg,0,0,0,0,0,0
02-01-01_6.jpg,0,0,0,0,0,0
02-01-01_7.jpg,0,0,0,0,0,0
02-01-01_8.jpg,0,0,0,0,0,0
02-01-01_9.jpg,0,0,0,0,0,0
02-01-01_10.jpg,0,0,0,0,0,0
02-01-01_11.jpg,0,0,0,0,0,0
02-01-01_12.jpg,0,0,0,0,0,0
02-01-01_13.jpg,0,0,0,0,0,0
02-01-01_14.jpg,0,0,0,0,0,0
02-01-01_15.jpg,0,0,0,0,0,0
02-01-01_16.jpg,0,0,0,0,0,0
02-01-01_17.jpg,0,0,0,0,0,0
02-01-01_18.jpg,0,0,0,0,0,0
02-01-01_19.jpg,0,0,0,0,0,0
02-01-01_20.jpg,0,0,0,0,0,0
02-01-01_21.jpg,0,0,0,0,0,0
02-01-01_22.jpg,0,0,0,0,0,0
02-01-01_23.jpg,0,0,0,0,0,0
02-01-01_24.jpg,0,0,0,0,0,0
02-01-01_25.jpg,0,0,0,0,0,0
02-01-01_26.jpg,0,0,0,0,0,0
02-01-01_27.jpg,0,0,0,0,0,0
02-01-01_28.jpg,0,0,0,0,0,0
02-01-01_29.jpg,0,0,0,0,0,0
02-01-01_30.jpg,0,0,0,0,0,0
02-01-01_31.jpg,0,0,0,0,0,0
02-01-01_32.jpg,0,0,0,0,0,0
02-01-01_33.jpg,0,0,0,0,0,0
02-01-01_34.jpg,0,0,0,0,0,0
02-01-01_35.jpg,0,0,0,0,0,0
02-01-01_36.jpg,0,0,0,0,0,0
02-01-01_37.jpg,0,0,0,0,0,0
02-01-01_38.jpg,0,0,0,0,0,0
02-01-01_39.jpg,0,0,0,0,0,0
02-01-01_40.jpg,0,0,0,0,0,0
02-01-01_41.jpg,0,0,0,0,0,0
02-01-01_42.jpg,0,0,0,0,0,0
02-01-01_43.jpg,0,0,0,0,0,0
02-01-01_44.jpg,0,0,0,0,0,0
02-01-01_45.jpg,0,0,0,0,0,0
02-01-01_46.jpg,0,0,0,0,0,0
02-01-01_47.jpg,0,0,0,0,0,0
02-01-01_48.jpg,0,0,0,0,0,0
02-01-01_49.jpg,0,0,0,0,0,0
02-01-01_50.jpg,0,0,0,0,0,0
02-01-01_51.jpg,0,0,0,0,0,0
02-01-01_52.jpg,0,0,0,0,0,0
02-01-01_53.jpg,0,0,0,0,0,0
02-01-01_54.jpg,0,0,0,0,0,0
02-01-01_55.jpg,0,0,0,0,0,0
02-01-01_56.jpg,0,0,0,0,0,0
02-01-01_57.jpg,0,0,0,0,0,0
02-01-01_58.jpg,0,0,0,0,0,0
02-01-01_59.jpg,0,0,0,0,0,0
02-01-01_60.jpg,0,0,0,0,0,0
02-01-01_61.jpg,0,0,0,0,0,0
02-01-01_62.jpg,0,0,0,0,0,0
02-01-01_63.jpg,0,0,0,0,0,0
02-01-01_64.jpg,0,0,0,0,0,0
02-01-01_65.jpg,0,0,0,0,0,0
02-01-01_66.jpg,0,0,0,0,0,0
02-01-01_67.jpg,0,0,0,0,0,0
02-01-01_68.jpg,0,0,0,0,0,0
02-01-01_69.jpg,0,0,0,0,0,0
02-01-01_70.jpg,0,0,0,0,0,0
02-01-01_71.jpg,0,0,0,0,0,0
02-01-01_72.jpg,0,0,0,0,0,0
02-01-01_73.jpg,0,0,0,0,0,0
02-01-01_74.jpg,0,0,0,0,0,0
02-01-01_75.jpg,0,0,0,0,0,0
02-01-01_76.jpg,0,0,0,0,0,0
02-01-01_77.jpg,0,0,0,0,0,0
02-01-01_78.jpg,0,0,0,0,0,0
02-01-01_79.jpg,0,0,0,0,0,0
02-01-01_80.jpg,0,0,0,0,0,0
02-01-01_81.jpg,0,0,0,0,0,0
02-01-01_82.jpg,0,0,0,0,0,0
02-01-01_83.jpg,0,0,0,0,0,0
02-01-01_84.jpg,0,0,0,0,0,0
02-01-01_85.jpg,0,0,0,0,0,0
02-01-01_86.jpg,0,0,0,0,0,0
02-01-01_87.jpg,0,0,0,0,0,0
02-01-01_88.jpg,0,0,0,0,0,0
02-01-01_89.jpg,0,0,0,0,0,0
02-01-01_90.jpg,0,0,0,0,0,0
02-01-01_91.jpg,0,0,0,0,0,0
02-01-01_92.jpg,0,0,0,0,0,0
02-01-01_93.jpg,0,0,0,0,0,0
02-01-01_94.jpg,0,0,0,0,0,0
